/turf/closed/mineral/random/volcanic => 140ms (29832) (avg:0.0046929470263421535)
/turf/open/lava/smooth/lava_land_surface => 44ms (9976) (avg:0.0044105853885412216)
/turf/closed/mineral/iron/volcanic => 19ms (3852) (avg:0.0049325027503073215)
/turf/closed/wall => 18ms (2939) (avg:0.0061245323158800602)
/turf/closed/indestructible/riveted/boss => 17ms (3129) (avg:0.0054330457933247089)
/turf/closed/indestructible/riveted => 16ms (3507) (avg:0.0045623038895428181)
/obj/structure/lattice => 14ms (2062) (avg:0.0067895245738327503)
/obj/structure/window/reinforced/fulltile => 13ms (1578) (avg:0.0082382764667272568)
/turf/open/floor/plasteel => 10ms (3809) (avg:0.0026253610849380493)
/turf/closed/wall/r_wall => 10ms (1831) (avg:0.0054614963009953499)
/turf/open/floor/plasteel/dark => 8ms (2303) (avg:0.0034737298265099525)
/obj/machinery/door/airlock/public/glass => 8ms (202) (avg:0.039603959769010544)
/turf/closed/mineral/random/labormineral/volcanic => 7ms (2345) (avg:0.0029850746504962444)
/mob/living/carbon/human => 7ms (17) (avg:0.4117647111415863)
/obj/structure/table => 6ms (517) (avg:0.011605415493249893)
/obj/item/stock_parts/cell/emergency_light => 5ms (942) (avg:0.0053078555501997471)
/turf/closed/mineral/gold/volcanic => 5ms (419) (avg:0.011933173984289169)
/obj/machinery/door/airlock/maintenance => 5ms (175) (avg:0.02857142873108387)
/obj/machinery/door/airlock/maintenance/abandoned => 5ms (65) (avg:0.076923079788684845)
/turf/closed/mineral/plasma/volcanic => 4ms (967) (avg:0.0041365046054124832)
/obj/effect/decal/cleanable/dirt => 4ms (860) (avg:0.0046511627733707428)
/turf/closed/mineral/silver/volcanic => 3ms (514) (avg:0.0058365757577121258)
/turf/closed/mineral/titanium/volcanic => 3ms (467) (avg:0.0064239827916026115)
/obj/machinery/clonepod => 3ms (432) (avg:0.0069444444961845875)
/turf/open/floor/carpet => 3ms (327) (avg:0.0091743115335702896)
/turf/closed/mineral/random => 3ms (319) (avg:0.0094043882563710213)
/obj/machinery/door/airlock/external => 3ms (248) (avg:0.012096773833036423)
/turf/open/floor/plasteel/white => 3ms (232) (avg:0.012931034900248051)
/obj/structure/table/reinforced => 2ms (588) (avg:0.0034013604745268822)
/obj/machinery/light/small => 2ms (526) (avg:0.0038022813387215137)
/turf/closed/mineral => 2ms (513) (avg:0.0038986355066299438)
/turf/closed/wall/mineral/plastitanium => 2ms (185) (avg:0.010810811072587967)
/obj/machinery/door/airlock/centcom => 2ms (147) (avg:0.013605441898107529)
/obj/machinery/door/airlock => 2ms (104) (avg:0.019230769947171211)
/obj/screen/parallax_layer/layer_1 => 2ms (4) (avg:0.5)
/obj/machinery/light => 1ms (1008) (avg:0.00099206354934722185)
/turf/closed/wall/mineral/titanium => 1ms (470) (avg:0.0021276595070958138)
/obj/structure/lattice/catwalk => 1ms (386) (avg:0.0025906735099852085)
/turf/closed/mineral/volcanic/lava_land_surface => 1ms (379) (avg:0.0026385225355625153)
/turf/open/indestructible/hierophant => 1ms (328) (avg:0.0030487803742289543)
/obj/structure/table/wood => 1ms (302) (avg:0.0033112582750618458)
/obj/machinery/firealarm => 1ms (251) (avg:0.0039840638637542725)
/turf/closed/mineral/random/high_chance/volcanic => 1ms (241) (avg:0.0041493778117001057)
/obj/machinery/power/solar => 1ms (240) (avg:0.0041666668839752674)
/turf/open/floor/plating => 1ms (237) (avg:0.0042194090783596039)
/turf/closed/mineral/uranium/volcanic => 1ms (226) (avg:0.0044247787445783615)
/obj/machinery/atmospherics/pipe/manifold/supply/hidden => 1ms (183) (avg:0.0054644807241857052)
/turf/closed/indestructible => 1ms (168) (avg:0.0059523810632526875)
/turf/closed/wall/mineral/titanium/nodiagonal => 1ms (142) (avg:0.007042253389954567)
/obj/machinery/atmospherics/pipe/manifold/scrubbers/hidden => 1ms (138) (avg:0.0072463769465684891)
/obj/item/stock_parts/cell/upgraded => 1ms (137) (avg:0.0072992700152099133)
/turf/closed/mineral/gibtonite/volcanic => 1ms (133) (avg:0.0075187971815466881)
/turf/closed/indestructible/fakeglass => 1ms (90) (avg:0.011111111380159855)
/obj/item/screwdriver => 1ms (88) (avg:0.011363636702299118)
/obj/machinery/power/solar_control => 1ms (85) (avg:0.011764706112444401)
/obj/structure/table/glass => 1ms (71) (avg:0.014084506779909134)
/obj/item/reagent_containers/glass/beaker/large => 1ms (56) (avg:0.01785714365541935)
/obj/item/reagent_containers/syringe/charcoal => 1ms (50) (avg:0.019999999552965164)
/turf/open/floor/carpet/black => 1ms (48) (avg:0.02083333395421505)
/obj/machinery/door/airlock/command/glass => 1ms (36) (avg:0.02777777798473835)
/obj/item/storage/toolbox/mechanical => 1ms (35) (avg:0.02857142873108387)
/obj/machinery/door/airlock/medical/glass => 1ms (32) (avg:0.03125)
/turf/open/space/basic => 1ms (31) (avg:0.032258063554763794)
/turf/closed/mineral/plasma => 1ms (28) (avg:0.035714287310838699)
/obj/structure/window/paperframe => 1ms (27) (avg:0.037037037312984467)
/mob/living/carbon/human/dummy => 1ms (25) (avg:0.039999999105930328)
/turf/closed/wall/mineral/wood => 1ms (21) (avg:0.0476190485060215)
/obj/machinery/door/airlock/security => 1ms (19) (avg:0.052631579339504242)
/obj/item/storage/crayons => 1ms (16) (avg:0.0625)
