/turf/closed/mineral/random/volcanic => 136ms (29287) (avg:0.004643698688596487)
/turf/open/lava/smooth/lava_land_surface => 38ms (9145) (avg:0.0041552758775651455)
/turf/closed/wall => 26ms (3404) (avg:0.0076380730606615543)
/turf/closed/mineral/iron/volcanic => 23ms (3954) (avg:0.0058168941177427769)
/turf/closed/indestructible/riveted => 19ms (3785) (avg:0.0050198151730000973)
/turf/closed/indestructible/riveted/boss => 14ms (3129) (avg:0.0044742729514837265)
/turf/closed/mineral/random/labormineral/volcanic => 14ms (2334) (avg:0.0059982864186167717)
/turf/open/floor/plasteel => 12ms (3860) (avg:0.0031088083051145077)
/obj/structure/lattice => 10ms (1974) (avg:0.0050658560357987881)
/turf/closed/wall/r_wall => 10ms (1605) (avg:0.006230529397726059)
/turf/open/floor/plasteel/dark => 9ms (2377) (avg:0.0037862851750105619)
/obj/machinery/door/airlock/public/glass => 9ms (239) (avg:0.037656903266906738)
/mob/living/carbon/human => 9ms (99) (avg:0.090909093618392944)
/obj/effect/decal/cleanable/dirt => 7ms (2023) (avg:0.0034602077212184668)
/obj/structure/window/reinforced/fulltile => 7ms (1560) (avg:0.0044871796853840351)
/obj/structure/table/reinforced => 7ms (611) (avg:0.011456628330051899)
/obj/item/stock_parts/cell/emergency_light => 6ms (1057) (avg:0.0056764427572488785)
/turf/closed/mineral/titanium/volcanic => 6ms (452) (avg:0.013274336233735085)
/obj/machinery/light => 5ms (1144) (avg:0.0043706293217837811)
/obj/structure/table => 5ms (639) (avg:0.007824726402759552)
/obj/machinery/door/airlock/maintenance => 5ms (193) (avg:0.02590673603117466)
/turf/closed/mineral/silver/volcanic => 4ms (565) (avg:0.0070796459913253784)
/obj/machinery/clonepod/experimental => 4ms (452) (avg:0.008849557489156723)
/turf/closed/mineral/random/low_chance => 3ms (655) (avg:0.0045801526866853237)
/obj/item/gun/energy/pumpaction/toy => 3ms (452) (avg:0.0066371681168675423)
/obj/structure/lattice/catwalk => 3ms (435) (avg:0.0068965516984462738)
/turf/closed/wall/rust => 3ms (425) (avg:0.0070588234812021255)
/turf/closed/mineral => 3ms (371) (avg:0.0080862529575824738)
/obj/machinery/door/airlock/security/glass => 3ms (52) (avg:0.057692307978868484)
/obj/machinery/door/airlock/virology/glass => 3ms (38) (avg:0.078947365283966064)
/obj/machinery/door/airlock/hatch => 3ms (28) (avg:0.1071428582072258)
/obj/machinery/light/small => 2ms (575) (avg:0.0034782609436661005)
/obj/machinery/clonepod => 2ms (452) (avg:0.0044247787445783615)
/obj/structure/table/wood => 2ms (337) (avg:0.0059347180649638176)
/turf/closed/wall/mineral/titanium => 2ms (324) (avg:0.0061728395521640778)
/turf/open/floor/plasteel/white => 2ms (288) (avg:0.0069444444961845875)
/turf/closed/indestructible => 2ms (168) (avg:0.011904762126505375)
/obj/structure/window/fulltile => 2ms (153) (avg:0.013071895577013493)
/turf/closed/indestructible/riveted/uranium => 2ms (131) (avg:0.015267175622284412)
/turf/open/indestructible/hierophant/two => 2ms (113) (avg:0.017699114978313446)
/obj/structure/table/glass => 2ms (65) (avg:0.030769230797886848)
/obj/item/storage/belt/security/full => 2ms (19) (avg:0.10526315867900848)
/turf/open/floor/plasteel/dark/corner => 2ms (15) (avg:0.13333334028720856)
/turf/closed/mineral/plasma/volcanic => 1ms (997) (avg:0.0010030090343207121)
/turf/open/floor/carpet => 1ms (584) (avg:0.0017123287543654442)
/turf/closed/mineral/gold/volcanic => 1ms (448) (avg:0.0022321429569274187)
/obj/machinery/airalarm => 1ms (336) (avg:0.0029761905316263437)
/obj/machinery/power/solar => 1ms (323) (avg:0.0030959751456975937)
/turf/closed/wall/mineral/iron => 1ms (251) (avg:0.0039840638637542725)
/turf/closed/mineral/random/high_chance/volcanic => 1ms (245) (avg:0.0040816324763000011)
/turf/closed/mineral/uranium/volcanic => 1ms (211) (avg:0.0047393366694450378)
/obj/machinery/door/airlock/external => 1ms (200) (avg:0.004999999888241291)
/turf/closed/wall/mineral/titanium/nodiagonal => 1ms (194) (avg:0.0051546390168368816)
/obj/machinery/atmospherics/pipe/manifold/supply/hidden => 1ms (192) (avg:0.0052083334885537624)
/obj/machinery/atmospherics/pipe/manifold/scrubbers/hidden => 1ms (156) (avg:0.0064102564938366413)
/turf/open/floor/holofloor => 1ms (156) (avg:0.0064102564938366413)
/obj/machinery/door/airlock => 1ms (138) (avg:0.0072463769465684891)
/turf/closed/wall/mineral/plastitanium => 1ms (118) (avg:0.0084745762869715691)
/obj/machinery/disposal/bin => 1ms (98) (avg:0.010204081423580647)
/turf/closed/indestructible/riveted/hierophant => 1ms (88) (avg:0.011363636702299118)
/obj/machinery/atmospherics/components/binary/passive_gate => 1ms (81) (avg:0.012345679104328156)
/obj/structure/closet => 1ms (70) (avg:0.014285714365541935)
/obj/structure/window/shuttle => 1ms (59) (avg:0.016949152573943138)
/obj/machinery/newscaster/security_unit => 1ms (52) (avg:0.019230769947171211)
/turf/closed/wall/r_wall/rust => 1ms (49) (avg:0.020408162847161293)
/obj/machinery/door/airlock/shuttle => 1ms (44) (avg:0.022727273404598236)
/turf/closed/wall/mineral/cult => 1ms (41) (avg:0.024390242993831635)
/obj/machinery/power/solar/fake => 1ms (36) (avg:0.02777777798473835)
/obj/machinery/door/airlock/engineering => 1ms (34) (avg:0.029411764815449715)
/obj/machinery/power/smes/engineering => 1ms (31) (avg:0.032258063554763794)
/obj/item/gun/energy/laser => 1ms (27) (avg:0.037037037312984467)
/obj/machinery/door/airlock/engineering/glass => 1ms (24) (avg:0.041666667908430099)
/obj/structure/table/wood/fancy => 1ms (21) (avg:0.0476190485060215)
/obj/item/clothing/under/polychromic/shirt => 1ms (18) (avg:0.0555555559694767)
/mob/living/simple_animal/slime => 1ms (18) (avg:0.0555555559694767)
/turf/closed/mineral/uranium => 1ms (12) (avg:0.083333335816860199)
/obj/item/reagent_containers/blood/OMinus => 1ms (10) (avg:0.10000000149011612)
/obj/item/dice/d4 => 1ms (7) (avg:0.1428571492433548)
/obj/machinery/door/airlock/vault => 1ms (4) (avg:0.25)
/obj/structure/door_assembly/door_assembly_mai => 1ms (2) (avg:0.5)
/obj/item/bodypart/r_arm => 1ms (2) (avg:0.5)
/obj/item/bodypart/l_leg => 1ms (2) (avg:0.5)
/mob/living/carbon/monkey/punpun => 1ms (1) (avg:1)
/obj/structure/closet/wardrobe/chemistry_white => 1ms (1) (avg:1)
/obj/machinery/door/airlock/survival_pod/glass => 1ms (1) (avg:1)
/obj/machinery/door/airlock/glass_large => 1ms (1) (avg:1)
/obj/structure/closet/secure_closet/miner/unlocked => 1ms (1) (avg:1)
/turf/open/indestructible/hierophant => 0ms (328) (avg:0)
/obj/machinery/firealarm => 0ms (283) (avg:0)
/turf/closed/mineral/volcanic/lava_land_surface => 0ms (225) (avg:0)
/turf/open/space => 0ms (204) (avg:0)
/turf/open/floor/plating => 0ms (202) (avg:0)
/obj/machinery/newscaster => 0ms (152) (avg:0)
/obj/machinery/door/airlock/centcom => 0ms (147) (avg:0)
/obj/item/stock_parts/cell/upgraded => 0ms (139) (avg:0)
/obj/item/stock_parts/cell/high/empty => 0ms (135) (avg:0)
/turf/closed/mineral/random/high_chance => 0ms (126) (avg:0)
/turf/closed/mineral/random => 0ms (118) (avg:0)
/turf/closed/mineral/gibtonite/volcanic => 0ms (117) (avg:0)
/obj/machinery/power/solar_control => 0ms (104) (avg:0)
/turf/open/floor/engine => 0ms (97) (avg:0)
/obj/item/stock_parts/cell => 0ms (96) (avg:0)
/obj/item/stock_parts/cell/high => 0ms (90) (avg:0)
/turf/closed/indestructible/fakeglass => 0ms (90) (avg:0)
/obj/item/screwdriver => 0ms (87) (avg:0)
/turf/open/floor/carpet/royalblue => 0ms (81) (avg:0)
/obj/item/wirecutters => 0ms (74) (avg:0)
/obj/structure/closet/emcloset => 0ms (66) (avg:0)
/obj/item/paper_bin => 0ms (65) (avg:0)
/turf/closed/mineral/iron => 0ms (65) (avg:0)
/turf/open/floor/plasteel/white/corner => 0ms (63) (avg:0)
/obj/machinery/door/airlock/titanium => 0ms (60) (avg:0)
/obj/item/weldingtool => 0ms (57) (avg:0)
/obj/item/reagent_containers/glass/beaker/large => 0ms (56) (avg:0)
/turf/closed/wall/mineral/titanium/survival/pod => 0ms (56) (avg:0)
/obj/item/reagent_containers/syringe/charcoal => 0ms (55) (avg:0)
/turf/closed/mineral/diamond/volcanic => 0ms (52) (avg:0)
/obj/machinery/door/airlock/highsecurity => 0ms (49) (avg:0)
/turf/open/floor/carpet/black => 0ms (48) (avg:0)
/obj/machinery/door/airlock/maintenance/abandoned => 0ms (47) (avg:0)
/turf/open/floor/plasteel/cafeteria => 0ms (45) (avg:0)
/turf/closed/mineral/bscrystal/volcanic => 0ms (45) (avg:0)
/obj/machinery/door/airlock/command/glass => 0ms (44) (avg:0)
/obj/machinery/atmospherics/pipe/manifold/general/visible => 0ms (41) (avg:0)
/obj/item/reagent_containers/glass/beaker => 0ms (40) (avg:0)
/turf/closed/mineral/ash_rock => 0ms (40) (avg:0)
